product,type,price,date
AMD Ryzen 3960X 24-Core 3.8GHz sTRX4 Box without fan and heatsink Processzor,Processzor,515581,2021-03-23
AMD Ryzen 3960X 24-Core 3.8GHz sTRX4 Box without fan and heatsink Processzor,Processzor,647135.5,2021-04-21
AMD Ryzen 3960X 24-Core 3.8GHz sTRX4 Box without fan and heatsink Processzor,Processzor,617650,2021-05-19
AMD Ryzen 3960X 24-Core 3.8GHz sTRX4 Box without fan and heatsink Processzor,Processzor,635366.67,2021-06-16
AMD Ryzen 3960X 24-Core 3.8GHz sTRX4 Box without fan and heatsink Processzor,Processzor,645118.56,2021-07-14
AMD Ryzen 3960X 24-Core 3.8GHz sTRX4 Box without fan and heatsink Processzor,Processzor,651133.17,2021-08-11
AMD Ryzen 3960X 24-Core 3.8GHz sTRX4 Box without fan and heatsink Processzor,Processzor,634995.33,2021-09-08
AMD Ryzen 3960X 24-Core 3.8GHz sTRX4 Box without fan and heatsink Processzor,Processzor,613126.71,2021-10-20
AMD Ryzen 3960X 24-Core 3.8GHz sTRX4 Box without fan and heatsink Processzor,Processzor,628880.73,2021-11-17
AMD Ryzen 3960X 24-Core 3.8GHz sTRX4 Box without fan and heatsink Processzor,Processzor,590924.29,2021-12-15
AMD Ryzen 3960X 24-Core 3.8GHz sTRX4 Box without fan and heatsink Processzor,Processzor,569738.31,2022-01-12
AMD Ryzen 3960X 24-Core 3.8GHz sTRX4 Box without fan and heatsink Processzor,Processzor,599900.57,2022-01-17
AMD Ryzen 3960X 24-Core 3.8GHz sTRX4 Box without fan and heatsink Processzor,Processzor,633491.25,2022-01-18
AMD Ryzen 3960X 24-Core 3.8GHz sTRX4 Box without fan and heatsink Processzor,Processzor,653187,2022-01-19
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,746600,2019-12-11
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,752990,2020-01-08
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,807851.67,2020-02-05
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,781882.63,2020-03-04
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,741361.29,2020-04-01
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,840173.6,2020-04-29
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,775830,2020-05-27
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,799665.47,2020-07-01
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,765997.94,2020-07-29
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,720817.8,2020-08-26
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,700333.03,2020-09-23
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,720570.37,2020-10-21
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,746764.72,2020-11-18
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,727264.14,2020-12-16
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,799108.44,2021-01-20
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,855999,2021-02-17
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,690608.5,2021-03-17
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,908932.17,2021-04-14
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,906629.33,2021-05-12
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,873341.83,2021-06-16
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,864298,2021-07-21
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,891047.13,2021-08-18
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,969512.5,2021-09-23
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,891752.54,2021-10-20
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,803566.67,2021-11-17
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,1057900,2021-12-15
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,909013.33,2022-01-12
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,903046.67,2022-01-17
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,934875,2022-01-18
AMD Ryzen Threadripper 3970X 32-Core 3.7GHz TRX4 Box without fan and heatsink Processzor,Processzor,934875,2022-01-19
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,38572.67,2019-05-22
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,34314.42,2019-06-26
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,32657.97,2019-07-31
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,31939.54,2019-09-11
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,31216.95,2019-10-16
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,30508.29,2019-11-20
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,28731.2,2020-01-01
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,28567.61,2020-02-05
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,28455.25,2020-03-11
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,28303.42,2020-04-22
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,27305.2,2020-05-27
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,26871.1,2020-07-01
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,27041.61,2020-08-12
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,25985.16,2020-09-16
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,28322.19,2020-10-21
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,33226.54,2020-12-02
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,44660.7,2021-01-06
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,48990,2021-02-10
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,44765.2,2021-03-24
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,49076.44,2021-04-28
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,54194.72,2021-06-02
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,46735.71,2021-07-14
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,48737.94,2021-08-18
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,47068.79,2021-09-22
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,51965.26,2021-11-03
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,48127.3,2021-12-08
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,49895.39,2022-01-12
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,48182.49,2022-01-17
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,48172.27,2022-01-18
Intel Core i3-9100F 4-Core 3.60GHz LGA1151 Box (EN) Processzor,Processzor,48041.03,2022-01-19
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,33690,2020-10-29
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,33485,2020-11-11
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,32079.71,2020-11-25
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,33900.14,2020-12-16
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,32818.04,2020-12-30
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,35339.92,2021-01-20
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,36725.75,2021-02-03
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,38913.21,2021-02-24
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,39188.09,2021-03-10
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,41438.87,2021-03-31
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,46894.3,2021-04-14
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,50590.14,2021-05-05
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,49396.22,2021-05-19
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,50104.6,2021-06-09
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,41611.22,2021-06-23
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,35147.88,2021-07-07
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,33912.48,2021-07-28
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,34374.93,2021-08-11
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,33981.62,2021-09-01
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,33116.91,2021-09-15
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,31748.39,2021-10-06
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,31675.07,2021-10-20
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,32976.44,2021-11-10
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,32736.97,2021-11-24
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,32685.84,2021-12-15
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,32503.28,2021-12-29
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,32369.94,2022-01-12
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,32300.96,2022-01-17
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,32220.12,2022-01-18
Intel Core i3-10100F 4-Core 3.6GHZ LGA1200 Box (EN) Processzor,Processzor,32408.26,2022-01-19
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,75990,2020-05-28
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,73942.86,2020-06-17
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,65050.05,2020-07-08
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,65804.72,2020-07-29
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,60413.07,2020-08-26
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,57598.54,2020-09-16
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,57316.23,2020-10-07
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,59269.92,2020-11-04
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,58723.35,2020-11-25
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,57663.87,2020-12-16
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,56725.79,2021-01-13
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,54535.52,2021-02-03
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,51616.39,2021-02-24
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,52357.26,2021-03-24
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,55184.24,2021-04-14
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,63604.76,2021-05-05
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,71472.66,2021-05-26
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,61254.02,2021-06-23
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,55874.96,2021-07-14
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,58909.42,2021-08-04
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,61170.33,2021-09-01
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,60324.52,2021-09-22
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,60065.46,2021-10-13
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,59129.26,2021-11-10
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,59410.74,2021-12-01
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,58203.07,2021-12-22
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,55553.3,2022-01-12
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,54690.91,2022-01-17
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,54568.45,2022-01-18
Intel Core i5-10400F 6-Core 2.9GHz LGA1200 Box (EN) Processzor,Processzor,54247.64,2022-01-19
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,64890,2021-03-25
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,66790,2021-03-31
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,80568.6,2021-04-28
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,73594.75,2021-05-05
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,79563.29,2021-05-19
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,77826,2021-05-26
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,73419.47,2021-06-09
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,73200.3,2021-06-23
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,75485.3,2021-06-30
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,79690.33,2021-07-14
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,80505.57,2021-07-21
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,78156.67,2021-08-04
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,84549.92,2021-08-11
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,81642.52,2021-08-25
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,80681.26,2021-09-08
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,82641.83,2021-09-15
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,83951.22,2021-09-29
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,84149.96,2021-10-06
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,83224.82,2021-10-20
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,79454.88,2021-10-27
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,76956.8,2021-11-10
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,74908.77,2021-11-24
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,71185.83,2021-12-01
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,68469.45,2021-12-15
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,65784.89,2021-12-22
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,64604.3,2022-01-05
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,63636.85,2022-01-12
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,62555.78,2022-01-17
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,62778.86,2022-01-18
Intel i5-11400F 6-Core 2.6GHz LGA1200 Box Processzor,Processzor,62765.03,2022-01-19
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,206982,2018-10-31
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,164118.44,2018-12-12
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,145001.82,2019-01-23
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,150252.39,2019-03-13
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,139519.02,2019-04-24
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,136363.96,2019-06-12
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,131611.57,2019-07-24
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,135303.54,2019-09-11
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,134223.18,2019-10-23
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,132335.69,2019-12-11
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,140149.93,2020-01-22
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,140909.25,2020-03-11
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,146445.5,2020-04-22
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,140805.16,2020-06-10
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,140514.41,2020-07-22
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,121384.22,2020-09-02
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,120557.49,2020-10-21
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,115534.09,2020-12-02
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,108417.63,2021-01-20
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,95923.24,2021-03-03
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,105807.05,2021-04-21
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,119521.47,2021-06-02
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,109073.49,2021-07-21
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,111921.74,2021-09-01
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,115874.17,2021-10-20
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,110617.69,2021-12-01
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,118261.91,2022-01-12
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,113559.11,2022-01-17
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,113635.25,2022-01-18
Intel Core i7-9700K 8-Core 3.6 GHz LGA1151 Box (EN) Processzor,Processzor,113460.79,2022-01-19
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,196153.5,2021-11-04
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,202957.17,2021-11-10
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,200877.11,2021-11-17
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,189603.93,2021-11-24
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,184895,2021-12-01
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,183334.68,2021-12-08
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,182482.65,2021-12-15
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,178830.5,2021-12-22
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,178693.54,2021-12-29
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,179635,2022-01-05
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,178261.17,2022-01-06
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,177884.47,2022-01-07
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,177768.6,2022-01-08
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,177207.93,2022-01-09
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,176801.9,2022-01-10
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,176426.22,2022-01-11
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,176428.84,2022-01-12
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,176722.74,2022-01-13
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,173830.2,2022-01-14
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,173974.97,2022-01-15
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,173970.78,2022-01-16
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,173533.5,2022-01-17
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,173944.06,2022-01-18
Intel Core i7-12700K 12-Core 2.70GHz LGA1700 Box Processzor,Processzor,173787.85,2022-01-19
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,441230,2020-06-03
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,428654,2020-06-24
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,429321,2020-07-15
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,405324.29,2020-08-05
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,420234.71,2020-09-02
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,430201.89,2020-09-23
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,412395.33,2020-10-14
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,432005.86,2020-11-04
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,393442.8,2020-12-02
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,392920.5,2020-12-23
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,393129,2021-01-13
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,393096.86,2021-02-03
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,390689.86,2021-03-03
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,391514,2021-03-24
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,391449.71,2021-04-14
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,391277.17,2021-05-12
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,390501.86,2021-06-02
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,390678,2021-06-23
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,390416.5,2021-07-14
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,397250.25,2021-08-11
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,396696.22,2021-09-01
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,398372.56,2021-09-22
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,396696.22,2021-10-13
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,399321.57,2021-11-10
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,455490.33,2021-12-01
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,458342.86,2021-12-22
Intel Xeon W-2265 12-Core 3.5GHz LGA2066 Tray Processzor,Processzor,444375.88,2022-01-12
